Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
High School Musical 3: Senior Year DANCE!,Wii,2008,Misc,Disney Interactive Studios,0.68,0.49,0,0.13,1.31
High School Musical 3: Senior Year DANCE!,PS2,2008,Misc,Disney Interactive Studios,0.17,0.13,0,0.04,0.34
High School Musical 3: Senior Year DANCE!,X360,2008,Misc,Disney Interactive Studios,0.18,0,0,0.01,0.2
High School Musical: Makin' the Cut!,DS,2007,Puzzle,Disney Interactive Studios,1.06,0.91,0,0.23,2.2
High School Musical: Sing It!,PS2,2007,Misc,Disney Interactive Studios,0.47,0.08,0,1.33,1.87
High School Musical: Sing It!,Wii,2007,Misc,Disney Interactive Studios,1.16,0.45,0,0.16,1.77
Higurashi Daybreak Portable,PSP,2008,Adventure,Alchemist,0,0,0.06,0,0.06
Higurashi no Naku Koro ni Matsuri,PS2,2007,Adventure,Alchemist,0,0,0.11,0,0.11
Higurashi no Naku Koro ni Matsuri: Kakera Asobi,PS2,2007,Adventure,Alchemist,0,0,0.07,0,0.07
Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,DS,2008,Adventure,Alchemist,0,0,0.07,0,0.07
Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,DS,2008,Adventure,Alchemist,0,0,0.1,0,0.1
Hiiro no Kakera 2: Hisui no Shizuku,PS2,2007,Adventure,Idea Factory,0,0,0.03,0,0.03
Hiiro no Kakera 3: Aoikuro no Kusabi,PS2,2008,Adventure,Idea Factory,0,0,0.03,0,0.03
Hiiro no Kakera DS,DS,2008,Adventure,Idea Factory,0,0,0.05,0,0.05
Hiiro no Kakera Portable,PSP,2008,Adventure,Idea Factory,0,0,0.02,0,0.02
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",DS,2008,Misc,D3Publisher,0,0,0.02,0,0.02
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 2: Shinseiki Evangelion - Shito, Futatabi",DS,2008,Misc,D3Publisher,0,0,0.08,0,0.08
Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS,2008,Misc,D3Publisher,0,0,0.03,0,0.03
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,2005,Misc,D3Publisher,0,0,0.13,0,0.13
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2,2007,Misc,D3Publisher,0,0,0.06,0,0.06
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",PS2,2008,Misc,D3Publisher,0,0,0.12,0,0.12
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2,2008,Misc,D3Publisher,0,0,0.04,0,0.04
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,PS2,2006,Misc,D3Publisher,0,0,0.19,0,0.19
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,PS2,2007,Misc,D3Publisher,0,0,0.02,0,0.02
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,PS2,2007,Misc,D3Publisher,0,0,0.12,0,0.12
History Civil War: Secret Missions,PS2,2008,Shooter,Activision,0.07,0.06,0,0.02,0.15
History Civil War: Secret Missions,X360,2008,Shooter,Activision,0.12,0,0,0.01,0.13
Hitman Trilogy,PS2,2007,Action,Eidos Interactive,0.05,0.04,0,0.01,0.11
Hitman: Blood Money,PS2,2006,Action,Eidos Interactive,0.25,0.19,0,0.06,0.5
Hitman: Blood Money,X360,2006,Action,Eidos Interactive,0.29,0.06,0.01,0.03,0.4
Hitman: Blood Money,XB,2006,Action,Eidos Interactive,0.11,0.03,0,0.01,0.14
Hitman: Blood Money,PC,2006,Action,Eidos Interactive,0,0.03,0,0.01,0.04
Hitman: Contracts,PS2,2004,Shooter,Eidos Interactive,0.39,0.31,0,0.1,0.8
Hitman: Contracts,XB,2004,Shooter,Eidos Interactive,0.26,0.07,0,0.01,0.34
Hokuto no Ken,PS2,2007,Fighting,Sega,0,0,0.05,0,0.05
Hokuto no Ken: Hokuto Shinken Denshousha no Michi,DS,2008,Action,Spike,0,0,0.03,0,0.03
Holly Hobbie & Friends,DS,2007,Misc,Majesco Entertainment,0.04,0,0,0,0.04
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",PSP,2007,Role-Playing,Nippon Ichi Software,0,0,0.13,0,0.14
Homie Rollerz,DS,2008,Racing,Destineer,0.07,0,0,0.01,0.07
Honeycomb Beat,DS,2006,Puzzle,Konami Digital Entertainment,0.05,0,0,0,0.06
Hooked! Real Motion Fishing,Wii,2007,Sports,505 Games,0.21,0,0,0.02,0.23
Horse Life,DS,2007,Simulation,Game Life,0.09,0.02,0,0.01,0.13
Horse Life Adventures,Wii,2008,Simulation,Deep Silver,0.13,0.01,0,0.01,0.15
Horse Life Adventures,DS,2008,Simulation,Deep Silver,0.08,0.01,0,0.01,0.1
Horsez,DS,2006,Simulation,Ubisoft,0.38,0.01,0,0.03,0.42
Hoshigami: Ruining Blue Earth Remix,DS,2007,Role-Playing,505 Games,0,0,0.01,0,0.01
Hoshizora no Comic Garden,DS,2008,Adventure,D3Publisher,0,0,0.01,0,0.01
Hospital Tycoon,PC,2007,Strategy,Codemasters,0,0.01,0,0,0.01
Hot Pixel,PSP,2007,Puzzle,Atari,0.03,0,0,0,0.03
Hot Shots Golf: Open Tee,PSP,2004,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96
Hot Shots Golf: Open Tee 2,PSP,2007,Sports,Sony Computer Entertainment,0.21,0.11,0.28,0.08,0.68
Hot Shots Golf: Out of Bounds,PS3,2007,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14
Hot Shots Tennis,PS2,2006,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.05,0.9
Hot Wheels Ultimate Racing,PSP,2007,Action,Activision,0.09,0,0,0.01,0.1
Hot Wheels: Beat That!,PS2,2007,Racing,Activision,0.2,0.15,0,0.05,0.4
Hot Wheels: Beat That!,DS,2007,Racing,Activision,0.22,0,0,0.02,0.23
Hot Wheels: Beat That!,X360,2007,Racing,Activision,0.15,0,0,0.01,0.17
Hot Wheels: Beat That!,Wii,2007,Racing,Activision,0.13,0,0,0.01,0.15
Hot Wheels: Stunt Track Challenge,PS2,2004,Racing,THQ,0.29,0.23,0,0.08,0.59
Hot Wheels: Stunt Track Challenge,GBA,2004,Racing,THQ,0.32,0.12,0,0.01,0.45
Hot Wheels: Stunt Track Challenge,XB,2004,Racing,THQ,0.08,0.02,0,0,0.1
Hot Wheels: Stunt Track Challenge / World Race,GBA,2006,Racing,"Destination Software, Inc",0.01,0,0,0,0.01
HotBrain,PSP,2007,Puzzle,Midway Games,0.02,0,0,0,0.03
Hotel Dusk: Room 215,DS,2007,Adventure,Nintendo,0.27,0.05,0.22,0.03,0.56
Hotel for Dogs,DS,2008,Simulation,505 Games,0.22,0,0,0.02,0.23
Hotel Giant 2,PC,2008,Strategy,JoWood Productions,0,0.03,0,0.01,0.04
Hotel Giant DS,DS,2008,Simulation,Nobilis,0,0.01,0,0,0.01
Houkago Shounen,DS,2008,Misc,Konami Digital Entertainment,0,0,0.05,0,0.05
Hour of Victory,X360,2007,Shooter,Midway Games,0.1,0.01,0,0.01,0.13
Hummer Badlands,PS2,2006,Racing,Global Star,0.02,0.02,0,0.01,0.05
Hummer Badlands,XB,2006,Racing,Global Star,0.01,0,0,0,0.02
I Love Horses,DS,2008,Simulation,GSP,0.21,0,0,0.01,0.23
I Spy: Fun House,DS,2007,Puzzle,Scholastic Inc.,0.77,0,0,0.06,0.83
Ice Age 2: The Meltdown,PS2,2006,Platform,Vivendi Games,0.19,0.15,0,0.05,0.39
Ice Age 2: The Meltdown,GBA,2006,Platform,Vivendi Games,0.18,0.07,0,0,0.25
Ice Age 2: The Meltdown,GC,2006,Platform,Vivendi Games,0.15,0.04,0,0.01,0.19
Ice Age 2: The Meltdown,DS,2006,Platform,Vivendi Games,0.13,0.01,0,0.01,0.15
Ice Age 2: The Meltdown,XB,2006,Platform,Vivendi Games,0.07,0.02,0,0,0.1
Ice Age 2: The Meltdown,Wii,2006,Platform,Vivendi Games,0.06,0.01,0,0.01,0.08
Idol Janshi Suchie-Pai IV,PS2,2007,Misc,Jaleco,0,0,0.01,0,0.01
Igor: The Game,Wii,2008,Adventure,CDV Software Entertainment,0.09,0,0,0.01,0.1
Igor: The Game,DS,2008,Adventure,Legacy Interactive,0.04,0,0,0,0.04
IHRA Drag Racing: Sportsman Edition,PS2,2006,Racing,Bethesda Softworks,0.04,0.03,0,0.01,0.08
IHRA Drag Racing: Sportsman Edition,XB,2006,Racing,Bethesda Softworks,0.01,0,0,0,0.02
IHRA Professional Drag Racing 2005,PS2,2004,Racing,Bethesda Softworks,0.09,0.07,0,0.02,0.19
IHRA Professional Drag Racing 2005,XB,2004,Racing,Bethesda Softworks,0.04,0.01,0,0,0.06
Ikki Tousen: Eloquent Fist,PSP,2008,Fighting,Marvelous Interactive,0,0,0.02,0,0.02
Ikki Tousen: Shining Dragon,PS2,2007,Role-Playing,Marvelous Interactive,0,0,0.02,0,0.02
IL-2 Sturmovik: 1946,PC,2006,Simulation,Ubisoft,0,0.04,0,0.01,0.04
Imabikisou,PS3,2007,Adventure,Sega,0,0,0.04,0,0.04
Imagine Figure Skater (JP sales),DS,2007,Sports,Ubisoft,0,0,0.01,0,0.01
Imagine: Animal Doctor,DS,2007,Simulation,Ubisoft,0.45,0.49,0,0.11,1.05
Imagine: Babysitters,DS,2008,Simulation,Ubisoft,0.63,0.36,0,0.1,1.09
Imagine: Babyz,DS,2007,Simulation,Ubisoft,1.3,1.27,0,0.31,2.88
Imagine: Ballet Star,DS,2008,Simulation,Ubisoft,0.23,0.01,0,0.02,0.25
Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft,1.32,1.19,0,0.3,2.81
Imagine: Fashion Designer New York,DS,2008,Simulation,Ubisoft,0.65,0.32,0,0.1,1.07
Imagine: Figure Skater (US sales),DS,2007,Sports,Ubisoft,0.46,0.01,0,0,0.47
Imagine: Gymnast,DS,2008,Simulation,Ubisoft,0.05,0.01,0,0,0.07
Imagine: Ice Champions,DS,2007,Sports,Spike,0.15,0,0,0.01,0.16
Imagine: Interior Designer,DS,2008,Simulation,Ubisoft,0.34,0.31,0,0.08,0.73
Imagine: Master Chef,DS,2007,Simulation,Ubisoft,0.39,0.92,0,0.17,1.47
Imagine: Movie Star,DS,2008,Simulation,Ubisoft,0.31,0,0,0.02,0.34
Imagine: Party Babyz,Wii,2008,Simulation,Ubisoft,0.34,0.02,0,0.03,0.39
Imagine: Rock Star,DS,2008,Simulation,Ubisoft,0.4,0.33,0,0.09,0.82
Imagine: Teacher,DS,2008,Simulation,Ubisoft,0.7,0.83,0,0.19,1.72
Imagine: Wedding Designer,DS,2008,Simulation,Ubisoft,0.55,0.59,0,0.14,1.28
Imperial Glory,PC,2005,Strategy,Eidos Interactive,0,0.04,0,0,0.04
Imperium Romanum,PC,2008,Strategy,Kalypso Media,0,0.01,0,0,0.02
Import Tuner Challenge (American sales),X360,2006,Racing,Ubisoft,0.07,0.01,0,0.01,0.09
Impossible Mission,DS,2007,Platform,System 3 Arcade Software,0.12,0,0,0.01,0.13
Impossible Mission,PSP,2007,Platform,System 3 Arcade Software,0,0.04,0,0.02,0.06
In The Groove,PS2,2005,Misc,RedOctane,0.04,0.03,0,0.01,0.07
Inazuma Eleven,DS,2008,Role-Playing,Nintendo,0,0.14,0.38,0.02,0.54
Indianapolis 500 Legends,Wii,2007,Racing,Destineer,0.12,0,0,0.01,0.13
Indianapolis 500 Legends,DS,2007,Racing,Destineer,0.08,0,0,0.01,0.09
Indigo Prophecy,PS2,2005,Adventure,Atari,0.07,0.06,0,0.02,0.15
Indigo Prophecy,XB,2005,Adventure,Atari,0.07,0.03,0,0,0.1
Indigo Prophecy,PC,2005,Adventure,Atari,0,0.02,0,0,0.02
Indycar Series 2005,XB,2004,Action,Codemasters,0.06,0.02,0,0,0.08
Infected,PSP,2005,Shooter,THQ,0.14,0,0,0.01,0.16
Infinite Undiscovery,X360,2008,Role-Playing,Square Enix,0.34,0.18,0.12,0.06,0.7
Initial D: Extreme Stage,PS3,2008,Racing,Sega,0,0,0.08,0,0.08
Initial D: Street Stage,PSP,2006,Racing,Sega,0,0,0.1,0,0.1
Innocent Life: A Futuristic Harvest Moon,PSP,2006,Simulation,Rising Star Games,0.08,0.03,0.03,0.02,0.16
Insecticide,DS,2008,Action,Gamecock,0.06,0,0,0,0.07
Intellivision Lives!,GC,2004,Misc,Crave Entertainment,0.05,0.01,0,0,0.06
Intellivision Lives!,XB,2004,Misc,Crave Entertainment,0.03,0.01,0,0,0.05
Interactive Storybook DS Series 1,DS,2007,Misc,Tommo,0.06,0,0,0,0.07
Interactive Storybook DS Series 3,DS,2007,Misc,Tommo,0.02,0,0,0,0.02
InuYasha: Feudal Combat,PS2,2005,Fighting,Namco Bandai Games,0.13,0.1,0,0.03,0.27
InuYasha: Secret of the Divine Jewel,DS,2007,Role-Playing,Namco Bandai Games,0.09,0,0,0.01,0.1
InuYasha: The Secret of the Cursed Mask,PS2,2004,Role-Playing,Namco Bandai Games,0.21,0.17,0,0.06,0.43
Iridium Runners,PS2,2008,Racing,SouthPeak Games,0.01,0.01,0,0,0.02
Iron Chef America: Supreme Cuisine,DS,2008,Simulation,Destineer,0.18,0,0,0.01,0.19
Iron Chef America: Supreme Cuisine,Wii,2008,Simulation,Destineer,0.16,0,0,0.01,0.17
Iron Man,PS3,2008,Action,Sega,0.32,0.25,0,0.11,0.68
Iron Man,PSP,2008,Action,Sega,0.46,0.09,0,0.09,0.63
Iron Man,Wii,2008,Action,Sega,0.31,0.22,0,0.06,0.59
Iron Man,X360,2008,Action,Sega,0.27,0.24,0,0.06,0.57
Iron Man,PS2,2008,Action,Sega,0.36,0,0,0.19,0.54
Iron Man,DS,2008,Action,Sega,0.35,0.12,0,0.05,0.52
Iron Phoenix,XB,2005,Fighting,Sega,0.02,0,0,0,0.02
Itadaki Street DS,DS,2007,Misc,Square Enix,0,0,0.41,0,0.41
Izumo 2,PS2,2006,Adventure,GN Software,0,0,0.01,0,0.01
Izuna 2: The Unemployed Ninja Returns,DS,2007,Role-Playing,Success,0.05,0,0,0,0.06
J-League Pro Soccer Club o Tsukurou '04,PS2,2004,Sports,Sega,0,0,0.36,0,0.36
J-League Pro Soccer Club o Tsukurou! 5,PS2,2007,Sports,Sega,0,0,0.19,0,0.19
J-League Winning Eleven 10 + Europa League 06-07,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.21,0,0.21
J-League Winning Eleven 2007: Club Championship,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.31,0,0.31
J-League Winning Eleven 2008: Club Championship,PS2,2008,Sports,Konami Digital Entertainment,0,0,0.22,0,0.22
J-League Winning Eleven 9: Asia Championship,PS2,2005,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11
Jack Keane,PC,2008,Adventure,Kalypso Media,0,0.02,0,0,0.03
Jackass the Game,PS2,2007,Action,Empire Interactive,0.14,0.11,0,0.04,0.28
Jackass the Game,PSP,2007,Action,Empire Interactive,0.09,0.08,0,0.05,0.22
Jackass the Game DS,DS,2008,Action,Empire Interactive,0.06,0,0,0.01,0.07
Jade Empire,XB,2005,Role-Playing,Microsoft Game Studios,0.48,0.19,0,0.03,0.7
Jak 3,PS2,2004,Platform,Sony Computer Entertainment,1.33,0.49,0,0.03,1.85
Jak X: Combat Racing,PS2,2005,Racing,Sony Computer Entertainment,0.45,0.02,0,0.07,0.55
Jake Hunter Detective Story: Memories of the Past,DS,2007,Adventure,PQube,0.06,0,0.05,0,0.11
Jake Hunter: Detective Chronicles,DS,2008,Adventure,Aksys Games,0.02,0,0,0,0.02
Jake Power: Fireman,DS,2008,Adventure,Ubisoft,0.08,0.35,0,0.06,0.49
Jake Power: Handyman,DS,2008,Adventure,Ubisoft,0.06,0,0,0,0.07
Jake Power: Policeman,DS,2008,Adventure,Ubisoft,0.05,0,0,0,0.05
Jam Sessions: Sing and Play Guitar (jp sales),DS,2007,Misc,Ubisoft,0,0,0.01,0,0.01
Jam Sessions: Sing and Play Guitar (US sales),DS,2007,Misc,Ubisoft,0.38,0,0,0,0.38
Jam With the Band,DS,2008,Misc,Nintendo,0,0,0.51,0,0.51
James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts,0.85,1.06,0.09,0.32,2.31
James Bond 007: Everything or Nothing,XB,2004,Shooter,Electronic Arts,0.43,0.19,0,0.02,0.64
James Bond 007: Everything or Nothing,GC,2004,Shooter,Electronic Arts,0.32,0.08,0,0.01,0.42
James Pond: Codename Robocod,GBA,2005,Platform,Play It,0.02,0.01,0,0,0.03
Jampack Volume 11,PS2,2004,Misc,Sony Computer Entertainment,0.26,0.2,0,0.07,0.53
Jampack Volume 12,PS2,2005,Misc,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31
Jampack Volume 13 (RP-M),PS2,2005,Misc,Sony Computer Entertainment,0.37,0.01,0,0.06,0.44
Jampack Volume 13 (RP-T),PS2,2005,Misc,Sony Computer Entertainment,0.31,0.24,0,0.08,0.64
Jampack Volume 14 (RP-T),PS2,2006,Misc,Sony Computer Entertainment,0.05,0.04,0,0.01,0.11
Jan Sangoku Musou,PS2,2006,Misc,Tecmo Koei,0,0,0.01,0,0.01
Jaws Unleashed,PS2,2006,Action,THQ,0.5,0.02,0,0.08,0.6
Jaws Unleashed,XB,2006,Action,THQ,0.11,0.03,0,0.01,0.15
Jeanne d'Arc,PSP,2006,Role-Playing,Sony Computer Entertainment,0.21,0,0.1,0.02,0.33
Jeep Thrills,Wii,2008,Racing,Zoo Digital Publishing,0.18,0,0,0.01,0.19
Jenga World Tour,DS,2007,Misc,Atari,0.09,0,0,0.01,0.09
Jenga World Tour,Wii,2007,Misc,Atari,0.05,0,0,0,0.05
Jet Li: Rise to Honor,PS2,2004,Action,Sony Computer Entertainment,0.62,0.48,0,0.16,1.27
Jewel Master: Cradle of Rome,Wii,2008,Puzzle,Rondomedia,0.03,0,0,0,0.03
Jewel Quest II,PC,2007,Puzzle,Avanquest,0,0.01,0,0,0.01
Jewel Quest: Expeditions,DS,2007,Puzzle,Avanquest,0.03,0.18,0,0.01,0.22
Jikkyou Powerful Major League,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.22,0,0.22
Jikkyou Powerful Major League,GC,2006,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04
Jikkyou Powerful Pro Yakyuu 11,PS2,2004,Sports,Konami Digital Entertainment,0,0,0.42,0,0.42
Jikkyou Powerful Pro Yakyuu 11,GC,2004,Sports,Konami Digital Entertainment,0,0,0.09,0,0.1
Jikkyou Powerful Pro Yakyuu 12,PS2,2005,Sports,Konami Digital Entertainment,0,0,0.45,0,0.45
Jikkyou Powerful Pro Yakyuu 12,GC,2005,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,PS2,2005,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,GC,2005,Sports,Konami Digital Entertainment,0,0,0.02,0,0.02
Jikkyou Powerful Pro Yakyuu 13,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.35,0,0.35
Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11
Jikkyou Powerful Pro Yakyuu 14,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.31,0,0.31
Jikkyou Powerful Pro Yakyuu 14 Ketteiban,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.09,0,0.09
Jikkyou Powerful Pro Yakyuu 15,PS2,2008,Sports,Konami Digital Entertainment,0,0,0.24,0,0.24
Jikkyou Powerful Pro Yakyuu 15,Wii,2008,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08
Jikkyou Powerful Pro Yakyuu Portable,PSP,2006,Sports,Konami Digital Entertainment,0,0,0.15,0,0.15
Jikkyou Powerful Pro Yakyuu Portable 2,PSP,2007,Sports,Konami Digital Entertainment,0,0,0.09,0,0.09
Jikkyou Powerful Pro Yakyuu Portable 3,PSP,2008,Sports,Konami Digital Entertainment,0,0,0.31,0,0.31
Jikkyou Powerful Pro Yakyuu Wii,Wii,2007,Sports,Konami Digital Entertainment,0,0,0.14,0,0.14
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,2007,Sports,Konami Digital Entertainment,0,0,0.03,0,0.03
Jillian Michaels' Fitness Ultimatum 2009,Wii,2008,Sports,Deep Silver,0.96,0.2,0,0.11,1.27
Jinsei Game DS,DS,2006,Misc,Atlus,0,0,0.02,0,0.02
Jinsei Game Q DS: Shouwa no Dekigoto,DS,2007,Misc,Takara Tomy,0,0,0.01,0,0.01
Jinsei Game Wii,Wii,2007,Misc,Takara Tomy,0,0,0.02,0,0.02
Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2004,Misc,Sammy Corporation,0,0,1,0,1
Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,PS2,2005,Misc,Sega,0,0,0.13,0,0.13
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,2007,Misc,Sega,0,0,0.03,0,0.03
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,PS2,2006,Misc,Sega,0,0,0.24,0,0.24
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,PS2,2007,Misc,Sega,0,0,0.02,0,0.02
Jissen Pachinko Hisshouhou! CR Sakura Taisen,PS2,2007,Misc,Sega,0,0,0.02,0,0.02
Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,2005,Misc,Sega,0,0,0.04,0,0.04
Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,DS,2006,Misc,Sega,0,0,0.05,0,0.05
Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,PSP,2006,Misc,Sega,0,0,0.06,0,0.06
John Deere: Harvest in the Heartland,DS,2007,Simulation,Ubisoft,0.23,0.04,0,0.02,0.3
JoJo no Kimy? na B?ken Fantomu Buraddo,PS2,2006,Action,Namco Bandai Games,0,0,0.05,0,0.05
Juggler DS,DS,2008,Misc,Commseed,0,0,0.01,0,0.01
Juiced,PS2,2005,Racing,THQ,0.26,0.2,0,0.07,0.53
Juiced,XB,2005,Racing,THQ,0.13,0.04,0,0.01,0.18
Juiced 2: Hot Import Nights,X360,2007,Racing,THQ,0.22,0.34,0,0.07,0.63
Juiced 2: Hot Import Nights,PS2,2007,Racing,THQ,0.19,0.15,0.01,0.05,0.39
Juiced 2: Hot Import Nights,PSP,2007,Racing,THQ,0.06,0.2,0,0.11,0.37
Juiced 2: Hot Import Nights,PS3,2007,Racing,THQ,0.18,0.04,0.01,0.03,0.26
Juiced 2: Hot Import Nights,DS,2007,Racing,THQ,0.22,0,0,0.02,0.24
Juiced 2: Hot Import Nights,PC,2007,Racing,THQ,0,0.01,0,0,0.01
Juiced: Eliminator,PSP,2006,Racing,THQ,0.11,0.2,0,0.12,0.43
Jump Super Stars,DS,2005,Fighting,Nintendo,0,0,0.55,0,0.55
Jump Ultimate Stars,DS,2006,Fighting,Nintendo,0,0,0.74,0,0.74
Jumper: Griffin's Story,Wii,2008,Action,Eidos Interactive,0.08,0,0,0.01,0.09
Jumper: Griffin's Story,PS2,2008,Action,Eidos Interactive,0.03,0.03,0,0.01,0.07
Jumper: Griffin's Story,X360,2008,Action,Eidos Interactive,0.05,0,0,0,0.06
Junior Brain Trainer,DS,2008,Misc,GSP,0.23,0.74,0,0.1,1.06
Junjou Romanchika: Koi no Doki Doki Daisakusen,PS2,2008,Adventure,Marvelous Interactive,0,0,0.01,0,0.01
Just Cause,X360,2006,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14
Just Cause,PC,2006,Action,Eidos Interactive,0,0.01,0,0,0.02
Just Cause,PS2,2006,Action,Eidos Interactive,0.01,0.01,0,0,0.02
Justice League Heroes,PSP,2006,Role-Playing,Eidos Interactive,0.2,0.01,0,0.02,0.22
Justice League Heroes,DS,2006,Role-Playing,Eidos Interactive,0.08,0,0,0.01,0.09
Justice League Heroes: The Flash,GBA,2006,Action,Eidos Interactive,0.02,0.01,0,0,0.03
Kabu Trader Shun,DS,2007,Action,Capcom,0,0,0.03,0,0.03
Kabushiki Baibai Trainer: Kabutore!,DS,2006,Simulation,Konami Digital Entertainment,0,0,0.1,0,0.1
Kabushiki Baibai Trainer: Kabutore! Next,DS,2007,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
Kaite Shabette Hajimeyou! Monster Farm DS,DS,2007,Role-Playing,Tecmo Koei,0,0,0.06,0,0.06
Kaitou Rousseau,DS,2006,Action,Namco Bandai Games,0,0,0.01,0,0.01
Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,2006,Adventure,ChunSoft,0,0,0.01,0,0.01
Kamaitachi no Yoru ÌÑ 3,PS2,2006,Adventure,Sega,0,0,0.16,0,0.16
Kamen Rider Kabuto,PS2,2006,Action,Namco Bandai Games,0,0,0.06,0,0.06
Kameo: Elements of Power,X360,2005,Action,Microsoft Game Studios,0.28,0.03,0,0.03,0.34
Kamiwaza,PS2,2006,Action,Acquire,0,0,0.05,0,0.05
Kane & Lynch: Dead Men,X360,2007,Shooter,Eidos Interactive,0.36,0.31,0.01,0.08,0.76
Kane & Lynch: Dead Men,PS3,2007,Shooter,Eidos Interactive,0.29,0.32,0.01,0.13,0.76
Kanji Sonomama DS Rakubiki Jiten,DS,2006,Misc,Nintendo,0,0,0.07,0,0.07
Kanokon: Esuii,PS2,2008,Adventure,5pb,0,0,0.01,0,0.01
Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006,Misc,Nintendo,0,0,1.71,0,1.71
Kanuchi: Shiroki Tsubasa no Shou,PS2,2008,Adventure,Idea Factory,0,0,0.04,0,0.04
Kao Challengers,PSP,2005,Platform,Atari,0.02,0,0,0,0.02
Kao the Kangaroo Round 2,GC,2005,Platform,JoWood Productions,0.01,0,0,0,0.02
Kao the Kangaroo Round 2,PS2,2005,Platform,JoWood Productions,0.01,0.01,0,0,0.02
Karaoke Joysound Wii,Wii,2008,Misc,Hudson Soft,0.01,0,0.25,0,0.26
Karaoke Revolution,XB,2004,Misc,Konami Digital Entertainment,0.06,0.02,0,0,0.09
Karaoke Revolution Party,PS2,2005,Misc,Konami Digital Entertainment,0.15,0.12,0,0.04,0.3
Karaoke Revolution Party,GC,2005,Misc,Konami Digital Entertainment,0.05,0.01,0,0,0.07
Karaoke Revolution Party,XB,2005,Misc,Konami Digital Entertainment,0.05,0.01,0,0,0.07
Karaoke Revolution Presents American Idol Encore,Wii,2008,Misc,Konami Digital Entertainment,0.42,0,0,0.03,0.45
Karaoke Revolution Presents American Idol Encore,PS2,2008,Misc,Konami Digital Entertainment,0.19,0.15,0,0.05,0.39
Karaoke Revolution Presents American Idol Encore,X360,2008,Misc,Konami Digital Entertainment,0.1,0,0,0.01,0.11
Karaoke Revolution Presents American Idol Encore,PS3,2008,Misc,Konami Digital Entertainment,0.08,0,0,0.01,0.09
