Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
GBA,2004,Fighting,Atari,0.36,0.13,0,0.01,0.51,73,26,7,21,Arc System Works,T
DS,2005,Fighting,Atari,0.13,0.02,0.32,0.02,0.49,66,13,7.6,28,Arc System Works,E10+
GBA,2005,Role-Playing,Atari,0.05,0.02,0,0,0.08,,,,,,
GBA,2004,Action,Namco Bandai Games,0.03,0.01,0,0,0.04,75,7,8.5,11,Dimps Corporation,E10+
DS,2008,Action,Atari,0.08,0.02,0,0.01,0.12,78,18,7.5,15,Game Republic,T
DS,2008,Adventure,Atari,0.04,0,0.17,0,0.22,,,,,,
Wii,2007,Action,D3Publisher,0.17,0,0,0.01,0.18,51,19,7.5,17,D3Publisher,T
DS,2005,Shooter,Konami Digital Entertainment,0.02,0,0,0,0.02,33,14,7,9,Konami Computer Entertainment Hawaii,E
PSP,2006,Misc,Square Enix,0,0,0.11,0,0.11,,,,,,
DS,2005,Action,Square Enix,0.13,0,0.31,0.01,0.44,83,41,7.6,45,"Square Enix, TOSE",E
DS,2007,Role-Playing,Square Enix,0.3,0.02,1.27,0.03,1.62,80,44,7.9,50,ArtePiazza,E10+
DS,2006,Role-Playing,Square Enix,0.23,0.02,1.49,0.02,1.76,75,30,7.4,27,TOSE,E10+
Wii,2007,Role-Playing,Square Enix,0.18,0.01,0.5,0.02,0.7,65,43,5.9,21,"Eighting, Genius Sonority Inc.",T
DS,2008,Role-Playing,Square Enix,0.17,0.02,1.36,0.02,1.57,84,46,8.5,57,ArtePiazza,E10+
PS2,2004,Role-Playing,Enix Corporation,0,0,1.65,0,1.65,,,,,,
PS2,2004,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21,89,63,8.8,245,Level 5,T
PS2,2006,Role-Playing,Square Enix,0,0,0.29,0,0.29,,,,,,
PS2,2007,Role-Playing,Flight-Plan,0,0,0.08,0,0.08,,,,,,
DS,2007,Role-Playing,Namco Bandai Games,0,0,0.03,0,0.03,,,,,,
DS,2007,Misc,Electronic Arts,0,0,0.01,0,0.01,,,,,,
PSP,2007,Role-Playing,Tecmo Koei,0.02,0,0.05,0,0.07,56,30,6,7,Hit Maker,E10+
DS,2007,Adventure,THQ,0.03,0,0,0,0.03,,,,,,
PS2,2005,Role-Playing,Ubisoft,0.06,0.05,0,0.02,0.13,58,34,5.5,49,Cavia Inc.,M
DS,2008,Role-Playing,Sega,0,0,0.05,0,0.05,,,,,,
DS,2007,Action,THQ,0.71,0.01,0,0.06,0.78,73,34,8.2,30,5TH Cell,E
DS,2008,Adventure,THQ,0.99,0.35,0,0.13,1.48,68,12,5.5,4,Altron,E
Wii,2008,Misc,SouthPeak Games,0.1,0.02,0,0.01,0.14,54,8,7.6,7,TopWare Interactive,E10+
DS,2008,Misc,SouthPeak Games,0.03,0,0,0,0.03,,,tbd,,TopWare Interactive,E10+
DS,2008,Simulation,DreamCatcher Interactive,0.02,0,0,0,0.02,,,tbd,,,
DS,2008,Simulation,DreamCatcher Interactive,0.05,0,0,0,0.05,,,tbd,,Dreamcatcher,E
XB,2006,Adventure,Empire Interactive,0.03,0.01,0,0,0.04,73,42,8.8,24,Funcom,M
PS2,2004,Racing,Atari,0.6,0.47,0,0.16,1.23,57,51,5.5,102,Reflections Interactive,M
XB,2004,Racing,Atari,0.36,0.38,0,0.03,0.76,56,57,4.7,69,Reflections Interactive,M
GBA,2005,Racing,Atari,0.02,0.01,0,0,0.03,,,5.4,5,Velez & Dubail,M
PSP,2007,Racing,Ubisoft,0.03,0.14,0,0.07,0.24,57,28,7.9,18,Sumo Digital,M
PS2,2006,Racing,Atari,0.12,0.1,0.03,0.03,0.28,69,41,6.9,74,Reflections Interactive,M
XB,2006,Racing,Atari,0.05,0.01,0,0,0.07,69,31,4.6,17,Reflections Interactive,M
Wii,2007,Racing,Ubisoft,0.01,0.01,0,0,0.03,59,9,6,20,Reflections Interactive,M
DS,2008,Misc,JoWood Productions,0.05,0,0,0,0.05,,,tbd,,Trine Games,E
DS,2007,Strategy,Success,0.01,0,0,0,0.02,74,12,7.4,7,Success,E10+
DS,2008,Puzzle,THQ,0.06,0,0,0,0.06,66,4,tbd,,Mikoishi,E
DS,2008,Misc,Nintendo,0,0,0.56,0,0.56,,,,,,
DS,2007,Misc,Nintendo,0,0,0.26,0,0.26,,,,,,
DS,2006,Misc,Shogakukan,0,0,0.2,0,0.2,,,,,,
DS,2007,Misc,Shogakukan,0,0,0.1,0,0.1,,,,,,
DS,2008,Adventure,Tecmo Koei,0,0,0.07,0,0.07,,,,,,
DS,2007,Adventure,Tecmo Koei,0,0,0.22,0,0.22,,,,,,
DS,2005,Misc,Nintendo,0,0,0.16,0,0.16,,,,,,
DS,2008,Adventure,Tecmo Koei,0,0,0.12,0,0.12,,,,,,
PS2,2005,Racing,XS Games,0.06,0.05,0,0.02,0.13,,,3.8,5,Axis Entertainment,E
DS,2008,Racing,Vir2L Studios,0.02,0,0,0,0.03,69,4,tbd,,4J Studios,E
DS,2008,Adventure,Namco Bandai Games,0,0,0.01,0,0.01,,,,,,
PS2,2004,Strategy,Atari,0.13,0.1,0,0.03,0.27,66,20,8.3,6,High Voltage Software,E
GBA,2004,Misc,Atari,0.16,0.06,0,0,0.22,66,10,tbd,,Mistic Software,E
GBA,2004,Misc,Atari,0.01,0,0,0,0.01,,,tbd,,Mistic Software,E
DS,2007,Role-Playing,Rising Star Games,0.05,0,0,0,0.06,60,10,tbd,,Amble,E10+
PSP,2007,Role-Playing,Rising Star Games,0.01,0,0,0,0.01,56,13,5.5,4,Hudson Soft,T
PSP,2007,Role-Playing,Global A Entertainment,0.06,0,0,0.01,0.07,,,tbd,,Global A,E10+
PSP,2006,Role-Playing,Global A Entertainment,0.03,0,0,0,0.03,70,18,6.4,8,Global A,E10+
PC,2005,Role-Playing,Microsoft Game Studios,0,0.02,0,0,0.03,80,51,7.9,159,Gas Powered Games,M
PSP,2006,Role-Playing,Take-Two Interactive,0.13,0.02,0,0.02,0.16,74,32,8.1,21,SuperVillain Studios,T
PSP,2007,Strategy,Atari,0.09,0,0,0.01,0.1,,,,,,
PSP,2004,Action,Tecmo Koei,0.18,0,0.3,0.02,0.51,62,26,7.3,24,Koei,T
PS2,2004,Action,Tecmo Koei,0,0,0.32,0,0.32,71,29,8.8,19,Omega Force,T
PS2,2005,Action,Tecmo Koei,0.24,0.18,0.91,0.06,1.39,69,29,8.8,68,Omega Force,T
XB,2005,Action,Tecmo Koei,0.04,0.01,0,0,0.05,66,22,8,4,Omega Force,T
PS2,2006,Action,Tecmo Koei,0.11,0.09,0.12,0.03,0.34,62,23,9.1,24,Omega Force,T
X360,2006,Action,Tecmo Koei,0.11,0.01,0,0.01,0.13,61,40,8.2,19,Omega Force,T
PS2,2005,Action,Tecmo Koei,0.11,0.08,0.35,0.03,0.57,57,22,9.1,26,Omega Force,T
PS3,2007,Action,Tecmo Koei,0.18,0.07,0.41,0.04,0.71,59,31,7.3,49,"Koei, Omega Force",T
X360,2007,Action,Tecmo Koei,0.15,0.06,0.06,0.02,0.3,60,42,7.4,22,Omega Force,T
PS2,2008,Action,Tecmo Koei,0.12,0.09,0,0.03,0.25,43,7,5.4,14,"Koei, Omega Force",T
PS2,2008,Action,Tecmo Koei,0,0,0.25,0,0.25,,,,,,
GBA,2005,Action,Nintendo,0.08,0.03,0,0,0.11,56,22,tbd,,Koei,E
DS,2007,Action,Tecmo Koei,0.04,0,0.03,0,0.07,56,17,tbd,,Koei,E10+
PS3,2007,Action,Tecmo Koei,0.14,0.01,0.31,0.02,0.47,60,29,6.9,16,"Koei, Omega Force",T
X360,2007,Action,Namco Bandai Games,0.15,0.01,0.02,0.01,0.19,55,34,6.8,20,"Koei, Omega Force",T
PSP,2006,Action,Tecmo Koei,0.04,0,0,0,0.05,57,28,8.1,8,Omega Force,T
PSP,2006,Action,Tecmo Koei,0,0,0.04,0,0.04,,,,,,
PS2,2008,Action,Namco Bandai Games,0,0,0.28,0,0.28,,,,,,
PS3,2008,Action,Namco Bandai Games,0.09,0.06,0.32,0.03,0.49,54,22,7,28,Omega Force,T
PS2,2008,Action,Namco Bandai Games,0.04,0.03,0.25,0.01,0.34,52,8,6.5,8,Omega Force,T
X360,2008,Action,Namco Bandai Games,0.07,0.03,0.08,0.01,0.19,49,30,7,18,Omega Force,T
Wii,2007,Sports,Electronic Arts,0.68,0.47,0,0.13,1.29,66,32,7.6,30,EA Canada,E
DS,2007,Sports,Electronic Arts,0.29,0.01,0,0.03,0.33,60,8,7.6,13,Piranha Games,E
PSP,2006,Action,Electronic Arts,0.1,0,0,0.01,0.11,56,19,tbd,,Team Fusion,T
X360,2006,Action,D3Publisher,0.04,0,0.03,0,0.08,69,55,7.7,60,Sandlot,T
X360,2006,Shooter,D3Publisher,0,0,0.02,0,0.02,,,,,,
PS2,2004,Adventure,Indie Games,0.02,0.01,0,0,0.04,60,22,8.8,8,From Software,T
PSP,2008,Puzzle,Sony Computer Entertainment,0,0.01,0.08,0,0.09,79,28,7.7,13,"SCE/WWS, SCE Japan Studio",E
DS,2007,Adventure,Rising Star Games,0.03,0,0,0,0.03,55,13,tbd,,Headlock,E
PS2,2005,Platform,Midway Games,0.34,0.01,0,0.06,0.41,50,5,7.6,16,Artificial Mind and Movement,E
GC,2005,Platform,Midway Games,0.19,0.05,0,0.01,0.25,55,4,7.9,10,Artificial Mind and Movement,E
GBA,2005,Platform,Midway Games,0.08,0.03,0,0,0.12,,,tbd,,Artificial Mind and Movement,E
XB,2005,Platform,Midway Games,0.02,0.01,0,0,0.02,56,6,7.7,6,Artificial Mind and Movement,E
DS,2007,Misc,Rocket Company,0,0,0.07,0,0.07,,,,,,
PSP,2007,Role-Playing,Falcom Corporation,0,0,0.01,0,0.01,,,,,,
DS,2007,Platform,THQ,0.08,0,0,0.01,0.09,53,5,tbd,,THQ,E
Wii,2006,Action,Konami Digital Entertainment,0.22,0.01,0.08,0.02,0.32,75,46,7.4,33,Konami,E
DS,2008,Adventure,Konami Digital Entertainment,0.07,0,0,0.01,0.08,75,15,8.3,4,Konami,E
DS,2005,Misc,Nintendo,0.01,0,0.02,0,0.03,71,49,7,37,Indies Zero,E
DS,2008,Adventure,DTP Entertainment,0,0.01,0,0,0.01,,,,,,
DS,2007,Strategy,THQ,0.07,0,0,0.01,0.07,,,tbd,,Black Lantern Studios,E10+
GBA,2005,Sports,Ignition Entertainment,0.02,0.01,0,0,0.03,,,,,,
DS,2005,Sports,Ignition Entertainment,0.02,0,0,0,0.02,,,,,,
GBA,2004,Action,Crave Entertainment,0.1,0.04,0,0,0.15,,,tbd,,Human Soft,E
DS,2006,Misc,Nintendo,0.3,0.03,0,0.03,0.36,87,51,8.6,105,iNiS,E10+
PS2,2007,Role-Playing,Spike,0,0,0.02,0,0.02,,,,,,
DS,2008,Strategy,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
Wii,2008,Racing,Ubisoft,0.14,0.27,0,0.05,0.47,41,12,4.2,15,"Ubisoft Barcelona, Ubisoft Reflections",E10+
Wii,2008,Racing,Codemasters,0.02,0,0,0,0.02,40,21,4.3,4,Supersonic Software,T
DS,2008,Adventure,Aspyr,0.03,0,0,0,0.03,,,tbd,,Nobilis,E
PC,2005,Strategy,Vivendi Games,0,0.03,0,0,0.03,79,39,7.1,89,Mad Doc Software,T
PC,2007,Strategy,Vivendi Games,0,0.03,0,0.01,0.04,50,40,2.8,53,Mad Doc Software,T
PS3,2007,Role-Playing,Ubisoft,0.17,0.01,0,0.02,0.2,64,23,5.9,40,From Software,T
X360,2006,Role-Playing,Ubisoft,0.16,0.02,0,0.02,0.19,69,54,6.9,60,From Software,T
PS3,2007,Role-Playing,Ubisoft,0,0,0.04,0,0.04,,,,,,
X360,2006,Role-Playing,Ubisoft,0,0,0.02,0,0.02,,,,,,
Wii,2007,Adventure,Nintendo,0.43,0.46,0.09,0.09,1.06,72,42,8.1,61,Arika,E
X360,2008,Shooter,Activision,0.3,0.11,0,0.04,0.45,69,54,7.3,26,Nerve Software,T
PS3,2008,Shooter,Activision,0.23,0.07,0,0.04,0.35,60,30,6.4,14,"Z-Axis, Ltd.",T
PC,2007,Shooter,Activision,0.01,0,0,0,0.02,84,55,8.3,231,Splash Damage,T
DS,2008,Sports,Ubisoft,0.14,0.01,0,0.01,0.16,,,tbd,,Lexis Numerique,E
DS,2008,Sports,Ubisoft,0.15,0,0,0.01,0.16,,,tbd,,Lexis Numerique,E
DS,2008,Sports,Ubisoft,0.36,0,0,0.03,0.39,,,tbd,,1st Playable Productions,E
DS,2006,Misc,Nintendo,0,0.99,2.32,0.02,3.33,,,,,,
Wii,2006,Misc,Namco Bandai Games,0,0,0.1,0,0.1,,,,,,
PS2,2005,Racing,Konami Digital Entertainment,0.07,0.06,0,0.02,0.15,70,43,7.6,17,Konami,E
DS,2006,Action,Vivendi Games,0.13,0.02,0,0.01,0.16,63,17,7.6,13,Amaze Entertainment,T
X360,2006,Action,Vivendi Games,0.12,0.01,0,0.01,0.14,48,32,5.7,24,Stormfront Studios,T
PSP,2006,Action,Vivendi Games,0.1,0,0,0.01,0.11,59,15,tbd,,"Amaze Entertainment, Vivendi Games",T
PS2,2005,Misc,Sony Computer Entertainment,0.1,0.07,0,0.02,0.19,,,,,,
Wii,2006,Action,Eidos Interactive,0.04,0.01,0.01,0,0.06,37,13,5,25,Spike,M
PS2,2004,Sports,Sega,0.41,0.32,0,0.11,0.84,86,14,8.1,10,Visual Concepts,E
XB,2004,Sports,Sega,0.29,0.08,0,0.01,0.38,86,18,8.3,11,Visual Concepts,E
PS2,2004,Sports,Sega,0.1,0.08,0,0.03,0.2,,,,,,
XB,2004,Sports,Sega,0.1,0.03,0,0,0.14,,,,,,
PS2,2004,Sports,Global Star,1.26,0.12,0,0.21,1.59,83,24,7.5,36,Visual Concepts,E
XB,2004,Sports,Global Star,0.88,0.04,0,0.04,0.95,85,28,8.7,22,Visual Concepts,E
PS2,2004,Sports,Sega,2.15,0.12,0,0.36,2.62,90,37,8.2,84,Visual Concepts,E
XB,2004,Sports,Sega,1.54,0.02,0,0.07,1.63,92,42,9.1,93,Visual Concepts,E
PS2,2004,Sports,Global Star,0.43,0.33,0,0.11,0.88,86,25,8.1,18,Kush Games,E
XB,2004,Sports,Global Star,0.32,0.09,0,0.02,0.42,88,32,8.5,14,Kush Games,E
PS2,2008,Role-Playing,Banpresto,0.07,0.05,0,0.02,0.14,65,11,8.2,9,Flight-Plan,T
PS2,2008,Role-Playing,Banpresto,0,0,0.13,0,0.13,,,,,,
PS3,2008,Role-Playing,Atari,0.19,0.12,0.07,0.05,0.44,80,34,7.8,117,Tri-Crescendo,T
X360,2007,Role-Playing,Atari,0.19,0.04,0.08,0.02,0.32,79,56,7.9,97,Tri-Crescendo,T
DS,2007,Role-Playing,Nintendo,0.19,0.02,0.09,0.02,0.33,75,30,8.5,37,"Lancarse, Atlus",T
DS,2008,Role-Playing,Atlus,0.09,0,0.16,0.01,0.26,82,17,8.9,24,Atlus,E10+
PS2,2006,Shooter,Namco Bandai Games,0,0,0.02,0,0.02,40,17,7,5,Namco Bandai Games America,T
PC,2008,Simulation,Rondomedia,0,0.42,0,0.07,0.49,,,7.6,35,SCS Software,
PC,2008,Strategy,Paradox Interactive,0,0.02,0,0,0.02,,,8.7,6,Paradox Development Studio,E10+
GBA,2005,Adventure,THQ,0.05,0.02,0,0,0.07,,,,,,
PSP,2006,Shooter,Disney Interactive Studios,0.1,0,0,0.01,0.12,74,45,7.3,9,Q Entertainment,E
PS2,2005,Action,THQ,0.1,0.08,0,0.03,0.21,68,26,8.5,8,Cranky Pants Games,M
XB,2005,Action,THQ,0.06,0.02,0,0,0.08,66,34,tbd,,Cranky Pants Games,M
PC,2004,Strategy,Vivendi Games,0,0.01,0,0,0.02,75,51,8.3,106,Elixir Studios,T
Wii,2006,Racing,Nintendo,0.39,0.03,0.08,0.04,0.53,72,57,8.4,83,Monster Games Inc.,E
XB,2004,Misc,Microsoft Game Studios,0.04,0.01,0,0,0.06,,,,,,
XB,2004,Misc,Microsoft Game Studios,0.01,0,0,0,0.02,,,,,,
PSP,2005,Puzzle,Ubisoft,0.07,0,0,0.01,0.08,77,36,7.7,13,Taito Corporation,E
DS,2008,Puzzle,Square Enix,0.09,0,0.01,0.01,0.1,64,25,6.7,6,Moss,E
PS3,2007,Misc,Sony Computer Entertainment,0,0.07,0,0.01,0.08,,,,,,
GBA,2006,Role-Playing,Nintendo,0,0,0.03,0,0.03,,,,,,
Wii,2007,Role-Playing,Nintendo,0,0,0.03,0,0.03,,,,,,
DS,2006,Role-Playing,Nintendo,0,0,0.12,0,0.12,,,,,,
PSP,2006,Role-Playing,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
PS2,2004,Misc,Sony Computer Entertainment,0.18,0.14,0,0.05,0.38,78,30,7,9,SCEE,E10+
PS2,2004,Sports,Sony Computer Entertainment,0.36,0.01,0,0.06,0.43,71,38,7.8,5,Harmonix Music Systems,E
PS2,2005,Sports,Sony Computer Entertainment,0.09,0.07,0,0.02,0.17,78,32,8.3,11,SCEE London Studio,E
PS2,2005,Action,Sony Computer Entertainment,0.05,0.04,0,0.01,0.1,53,23,tbd,,SCEE London Studio,E
PS3,2007,Shooter,Vivendi Games,0.18,0.26,0,0.1,0.54,72,31,7.4,64,Day 1 Studios,M
X360,2006,Shooter,Vivendi Games,0.28,0.03,0,0.03,0.34,85,44,7.3,131,Day 1 Studios,M
X360,2007,Shooter,Vivendi Games,0.07,0.01,0,0.01,0.09,66,43,7.1,16,"TimeGate Studios, Day 1 Studios",M
PC,2007,Shooter,Vivendi Games,0.01,0,0,0,0.01,61,27,7.3,106,TimeGate Studios,M
GBA,2004,Simulation,Majesco Entertainment,0.2,0.08,0,0.01,0.28,,,,,,
DS,2008,Sports,Destineer,0.01,0,0,0,0.01,,,tbd,,Magellan Interactive,E
XB,2004,Role-Playing,Microsoft Game Studios,1.99,0.58,0,0.09,2.66,85,87,8.5,268,Big Blue Box,M
X360,2008,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.27,89,95,6.5,2423,Lionhead Studios,M
PC,2005,Role-Playing,Microsoft Game Studios,0.01,0.05,0,0.01,0.07,83,54,8.7,489,Lionhead Studios,M
DS,2007,Misc,Nintendo,0,0,0.19,0,0.19,,,,,,
X360,2008,Fighting,Electronic Arts,0.15,0.02,0,0.02,0.19,54,57,6.3,19,EA Canada,T
PS3,2008,Fighting,Electronic Arts,0.13,0.02,0,0.02,0.17,53,37,3.8,20,EA Canada,T
Wii,2008,Fighting,Electronic Arts,0.19,0.01,0,0.02,0.22,61,15,5.6,7,EA Canada,T
PSP,2008,Puzzle,Ivolgamus,0.03,0,0,0,0.04,62,13,tbd,,Ivolgamus,E
PC,2005,Simulation,Graphsim Entertainment,0,0.02,0,0,0.02,90,7,8.6,37,Lead Pursuit,T
X360,2008,Role-Playing,Bethesda Softworks,3.4,0.99,0.09,0.45,4.93,93,84,8.5,1655,Bethesda Game Studios,M
PS3,2008,Role-Playing,Bethesda Softworks,2.15,1.13,0.07,0.59,3.94,90,57,8,910,Bethesda Game Studios,M
PC,2008,Role-Playing,Bethesda Softworks,0.02,0.88,0,0.08,0.98,91,48,7.9,3450,Bethesda Game Studios,M
PC,2004,Role-Playing,Ubisoft,0,0.02,0,0,0.02,,,8.9,31,Various,M
PS2,2004,Role-Playing,Avalon Interactive,0.03,0.03,0,0.01,0.07,64,31,4.1,51,Interplay,M
XB,2004,Role-Playing,Avalon Interactive,0.04,0.01,0,0,0.05,66,33,5.5,23,Interplay,M
GBA,2004,Action,Hudson Soft,0,0,0.08,0,0.08,,,,,,
GBA,2004,Action,Nintendo,0,0,0.06,0,0.06,,,,,,
GBA,2004,Puzzle,Nintendo,0,0,0.04,0,0.04,,,,,,
GBA,2004,Puzzle,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
GBA,2004,Adventure,Nintendo,0,0,0.08,0,0.08,,,,,,
GBA,2004,Adventure,Nintendo,0,0,0.11,0,0.11,,,,,,
GBA,2004,Adventure,Nintendo,0,0,0.1,0,0.1,,,,,,
GBA,2004,Platform,Konami Digital Entertainment,0,0,0.2,0.01,0.21,,,,,,
GBA,2004,Platform,Nintendo,0,0,0.07,0,0.07,,,,,,
GBA,2004,Platform,Capcom,0,0,0.08,0,0.09,,,,,,
GBA,2004,Platform,Nintendo,0,0,0.09,0,0.1,,,,,,
GBA,2004,Platform,Nintendo,0,0,0.08,0,0.08,,,,,,
GBA,2004,Action,Nintendo,0,0,0.07,0,0.07,,,,,,
GBA,2004,Strategy,Nintendo,0,0,0.08,0,0.08,,,,,,
GBA,2004,Shooter,Nintendo,0,0,0.08,0,0.08,,,,,,
GBA,2004,Platform,Nintendo,0,0,0.41,0.01,0.42,,,,,,
GBA,2004,Shooter,Konami Digital Entertainment,0,0,0.12,0,0.12,,,,,,
GBA,2004,Puzzle,Nintendo,0,0,0.07,0,0.07,,,,,,
Wii,2008,Misc,Ubisoft,0.1,0.29,0,0.05,0.44,,,tbd,,Kuju Entertainment,E
Wii,2008,Action,Ubisoft,0.2,0.01,0,0.02,0.22,,,tbd,,Phoenix Entertainment,E10+
PSP,2006,Action,Take-Two Interactive,0.18,0,0,0.02,0.19,51,14,6.3,15,High Voltage Software,M
Wii,2008,Sports,Namco Bandai Games,0,0,0.01,0,0.01,,,,,,
Wii,2008,Misc,D3Publisher,0.08,0.01,0,0.01,0.09,42,10,1,7,Tamsoft,E10+
PS2,2005,Action,Activision,0.41,0.01,0,0.07,0.5,64,42,7.8,19,7 Studios,T
XB,2005,Action,Activision,0.2,0.06,0,0.01,0.27,62,46,6.6,8,7 Studios,T
GC,2005,Action,Activision,0.19,0.05,0,0.01,0.24,61,32,4,6,7 Studios,T
GBA,2005,Action,Activision,0.2,0.08,0,0.01,0.28,,,,,,
PS2,2007,Action,Take-Two Interactive,0.19,0.15,0,0.05,0.39,36,7,6.4,17,7 Studios,T
PS3,2007,Action,Take-Two Interactive,0.12,0.02,0,0.02,0.15,47,26,6.2,10,Visual Concepts,T
X360,2007,Action,Take-Two Interactive,0.1,0.01,0,0.01,0.11,45,30,5.4,16,Visual Concepts,T
Wii,2007,Action,Take-Two Interactive,0.04,0.01,0,0,0.05,39,16,5.9,15,7 Studios,T
DS,2007,Action,Take-Two Interactive,0.04,0,0,0,0.04,35,8,4.8,13,7 Studios,E10+
DS,2008,Simulation,Mercury Games,0.07,0,0,0.01,0.07,,,,,,
PC,2004,Shooter,Ubisoft,0,0.04,0,0.01,0.05,89,72,8.1,724,Crytek,M
X360,2008,Action,Ubisoft,0.71,0.69,0.02,0.18,1.59,85,75,6.7,288,Ubisoft Montreal,M
PS3,2008,Action,Ubisoft,0.43,0.69,0.01,0.26,1.38,85,49,6.4,241,Ubisoft Montreal,M
PC,2008,Action,Ubisoft,0.01,0.45,0,0.03,0.48,85,34,5.8,1345,Ubisoft Montreal,M
XB,2005,Shooter,Ubisoft,0.32,0.24,0,0.02,0.57,85,56,5.7,73,Ubisoft Montreal,M
XB,2006,Shooter,Ubisoft,0.06,0.02,0,0,0.08,78,15,6.3,32,Ubisoft Montreal,M
X360,2006,Shooter,Ubisoft,0.2,0.03,0,0.02,0.24,78,46,6.2,80,Ubisoft Montreal,M
Wii,2006,Shooter,Ubisoft,0.06,0.01,0,0.01,0.08,38,23,5.3,53,Ubisoft Montreal,M
DS,2006,Role-Playing,Hudson Soft,0,0,0.01,0,0.01,,,,,,
PC,2008,Strategy,Mumbo Jumbo,0.02,0,0,0,0.02,,,tbd,,Melesta,E
DS,2007,Simulation,MTO,0,0,0.01,0,0.01,,,,,,
XB,2004,Action,Microsoft Game Studios,0.04,0.01,0,0,0.05,84,37,8.3,16,Tecmo,M
PS2,2005,Action,Take-Two Interactive,0.04,0.03,0,0.01,0.08,78,46,8.9,58,Tecmo,M
PS2,2006,Fighting,Ignition Entertainment,0.02,0.01,0,0,0.04,68,22,8.3,4,SNK Playmore,T
PS2,2006,Fighting,Ignition Entertainment,0,0,0.01,0,0.01,,,,,,
PS2,2007,Fighting,SNK Playmore,0.03,0.03,0,0.01,0.07,70,12,tbd,,SNK Playmore,T
PS2,2007,Fighting,SNK Playmore,0,0,0.01,0,0.01,,,,,,
X360,2007,Racing,Tecmo Koei,0.12,0,0,0.01,0.13,61,30,4.2,19,Koei,E10+
PS2,2007,Adventure,Kadokawa Shoten,0,0,0.17,0,0.17,,,,,,
PSP,2007,Fighting,Capcom,0,0,0.08,0,0.08,,,,,,
PSP,2008,Fighting,Capcom,0,0,0.06,0,0.06,,,,,,
PS2,2008,Fighting,Capcom,0,0,0.14,0,0.14,,,,,,
GBA,2004,Action,Hip Interactive,0.1,0.04,0,0,0.14,30,15,3,4,DC Studios,T
DS,2004,Puzzle,Sega,0.17,0,0.1,0.02,0.29,75,55,8.1,18,Sonic Team,T
PS2,2008,Racing,System 3 Arcade Software,0.06,0.05,0,0.02,0.12,,,7,6,Eutechnyx,E
PS3,2008,Racing,System 3 Arcade Software,0,0.03,0,0.01,0.04,71,37,6.2,26,Eutechnyx,E
PS2,2006,Adventure,KID,0,0,0.01,0,0.01,,,,,,
PSP,2006,Strategy,Sony Online Entertainment,0.14,0,0,0.01,0.16,77,53,7.8,31,"Sony Online Entertainment, Mind Control Software",T
GC,2005,Sports,Electronic Arts,0.11,0.03,0,0,0.14,,,,,,
X360,2005,Sports,Electronic Arts,0.11,0.02,0.01,0.01,0.15,62,39,6,34,EA Canada,E
PSP,2005,Sports,Electronic Arts,0.11,0,0,0.01,0.12,73,23,7.7,22,EA Canada,E
PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,80,32,7.8,47,EA Canada,E
XB,2005,Sports,Electronic Arts,0.29,0.38,0,0.01,0.68,80,39,7.5,22,EA Canada,E
PSP,2005,Sports,Electronic Arts,0.1,0,0,0.01,0.11,77,17,7.7,20,EA Sports,E
GBA,2005,Sports,Electronic Arts,0.05,0.02,0,0,0.07,,,tbd,,Electronic Arts,E
DS,2005,Sports,Electronic Arts,0.05,0,0,0,0.06,,,,,,
PS2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,,,,,,
PSP,2006,Sports,Electronic Arts,0.25,0.64,0,0.31,1.2,,,,,,
XB,2006,Sports,Electronic Arts,0.16,0.35,0,0.04,0.54,,,,,,
X360,2006,Sports,Electronic Arts,0.24,0.01,0,0.02,0.28,,,,,,
GC,2006,Sports,Electronic Arts,0.14,0.04,0,0,0.18,,,,,,
DS,2006,Sports,Electronic Arts,0.05,0.01,0,0,0.06,,,,,,
PS2,2007,Sports,Electronic Arts,0.68,0,0,2.46,3.14,83,12,6.5,36,EA Canada,E
PS3,2007,Sports,Electronic Arts,0.35,1.06,0.02,0.31,1.75,81,28,7.1,47,EA Canada,E
PSP,2007,Sports,Electronic Arts,0.2,0.76,0,0.39,1.35,79,7,7.4,15,EA Canada,E
X360,2007,Sports,Electronic Arts,0.31,0.89,0.01,0.14,1.35,82,43,7.9,57,EA Canada,E
Wii,2007,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02,65,13,6.1,26,EA Canada,E
DS,2007,Sports,Electronic Arts,0.1,0.65,0,0.11,0.85,,,,,,
PC,2007,Sports,Electronic Arts,0,0.01,0,0,0.02,77,7,6.1,50,EA Canada,E
PS3,2008,Sports,Electronic Arts,0.48,1.63,0.04,0.43,2.58,87,42,7.5,108,EA Canada,E
PS2,2008,Sports,Electronic Arts,0.38,0.07,0.01,1.82,2.28,82,8,6.9,20,EA Canada,E
