game_name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,user_score,game_id
Harry Potter and the Prisoner of Azkaban,PC,2004,Action,Electronic Arts,0,0.03,0,0,0.04,67,7.2,1396
Harvest Moon DS: Island of Happiness,DS,2007,Simulation,Rising Star Games,0.43,0.01,0.25,0.04,0.72,65,7,1406
Harvest Moon: Animal Parade,Wii,2008,Simulation,Rising Star Games,0.58,0.08,0.02,0.05,0.73,76,8.9,1408
Harvest Moon: Another Wonderful Life,GC,2004,Role-Playing,Marvelous Interactive,0.19,0.05,0,0.01,0.24,70,9.2,1409
Harvest Moon: Magical Melody,Wii,2008,Simulation,Rising Star Games,0.23,0.03,0,0.02,0.29,69,8.8,1412
Harvest Moon: Magical Melody,GC,2005,Simulation,Ubisoft,0.19,0.05,0,0.01,0.24,83,8.9,1412
Harvest Moon: Tree of Tranquility,Wii,2007,Simulation,Rising Star Games,0.67,0.03,0.06,0.05,0.82,65,8.2,1414
Harvey Birdman: Attorney at Law,PSP,2008,Adventure,Capcom,0.09,0,0,0.01,0.1,62,8,1415
Harvey Birdman: Attorney at Law,Wii,2008,Adventure,Capcom,0.08,0,0,0.01,0.08,60,7.8,1415
Hasbro Family Game Night,Wii,2008,Puzzle,Electronic Arts,0.96,0.33,0,0.13,1.43,63,7.5,1416
Haunting Ground,PS2,2005,Action,Capcom,0.03,0.03,0,0.01,0.07,67,8.8,1417
Haze,PS3,2008,Shooter,Ubisoft,0.49,0.33,0.02,0.15,0.99,55,6.5,1420
Headhunter: Redemption,PS2,2004,Action,Sega,0.02,0.01,0,0,0.04,62,6.7,1421
Headhunter: Redemption,XB,2004,Action,Sega,0.02,0,0,0,0.02,59,6.8,1421
Heatseeker,Wii,2007,Action,Codemasters,0.08,0,0,0.01,0.1,62,6.2,1423
Heavenly Sword,PS3,2007,Action,Sony Computer Entertainment,0.57,0.72,0.06,0.29,1.65,79,8.3,1425
Hellboy: The Science of Evil,PS3,2008,Action,Konami Digital Entertainment,0.13,0.02,0,0.02,0.17,47,6.1,1427
Hellboy: The Science of Evil,X360,2008,Action,Konami Digital Entertainment,0.1,0,0,0.01,0.11,44,5.7,1427
Hellboy: The Science of Evil,PSP,2008,Action,Konami Digital Entertainment,0.04,0,0,0,0.04,42,7.1,1427
Hellgate: London,PC,2007,Role-Playing,Electronic Arts,0,0.02,0,0,0.02,70,6.3,1428
Hello Kitty: Roller Rescue,GC,2005,Action,Empire Interactive,0.06,0.02,0,0,0.08,64,6.8,1433
Help Wanted: 50 Wacky Jobs,Wii,2008,Simulation,Hudson Soft,0.06,0.03,0,0.01,0.1,65,7,1435
Herbie: Fully Loaded,GBA,2005,Racing,Disney Interactive Studios,0.24,0.09,0,0.01,0.34,47,6.8,1437
Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,0,0.03,0,0.01,0.04,77,7.9,1439
Heroes of the Pacific,PS2,2005,Simulation,Codemasters,0.14,0.11,0,0.04,0.29,76,8.4,1440
Heroes of the Pacific,XB,2005,Simulation,Codemasters,0.1,0.03,0,0,0.13,76,8.2,1440
Heroes of the Pacific,PC,2005,Simulation,Codemasters,0,0.02,0,0,0.02,76,6.7,1440
Hitman: Blood Money,PS2,2006,Action,Eidos Interactive,0.25,0.19,0,0.06,0.5,83,8.4,1472
Hitman: Blood Money,X360,2006,Action,Eidos Interactive,0.29,0.06,0.01,0.03,0.39,82,8.7,1472
Hitman: Blood Money,XB,2006,Action,Eidos Interactive,0.11,0.03,0,0.01,0.14,81,9.1,1472
Hitman: Blood Money,PC,2006,Action,Eidos Interactive,0,0.03,0,0.01,0.03,82,8.8,1472
Hitman: Contracts,PS2,2004,Shooter,Eidos Interactive,0.39,0.31,0,0.1,0.8,80,8.3,1473
Hitman: Contracts,XB,2004,Shooter,Eidos Interactive,0.26,0.07,0,0.01,0.34,78,8.8,1473
Homie Rollerz,DS,2008,Racing,Destineer,0.07,0,0,0.01,0.07,23,2.4,1478
Hoshigami: Ruining Blue Earth Remix,DS,2007,Role-Playing,505 Games,0,0,0.01,0,0.01,55,7.9,1484
Hospital Tycoon,PC,2007,Strategy,Codemasters,0,0.01,0,0,0.01,51,3.8,1486
Hot Pixel,PSP,2007,Puzzle,Atari,0.03,0,0,0,0.03,55,6.5,1487
Hot Shots Golf: Open Tee,PSP,2004,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96,81,8.7,1488
Hot Shots Golf: Open Tee 2,PSP,2007,Sports,Sony Computer Entertainment,0.21,0.11,0.28,0.08,0.68,82,8.6,1489
Hot Shots Golf: Out of Bounds,PS3,2007,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14,81,8.8,1490
Hot Shots Tennis,PS2,2006,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.05,0.9,70,8.1,1491
Hot Wheels: Stunt Track Challenge,PS2,2004,Racing,THQ,0.29,0.23,0,0.08,0.59,62,8.1,1494
Hot Wheels: Stunt Track Challenge,XB,2004,Racing,THQ,0.08,0.02,0,0,0.1,63,6.2,1494
Hotel Dusk: Room 215,DS,2007,Adventure,Nintendo,0.26,0.04,0.22,0.03,0.54,78,8.6,1497
Hotel Giant 2,PC,2008,Strategy,JoWood Productions,0,0.03,0,0,0.03,58,2.5,1499
Hour of Victory,X360,2007,Shooter,Midway Games,0.1,0.01,0,0.01,0.13,37,3,1502
Hummer Badlands,XB,2006,Racing,Global Star,0.01,0,0,0,0.02,44,6,1503
Ice Age 2: The Meltdown,PS2,2006,Platform,Vivendi Games,0.19,0.15,0,0.05,0.39,68,8,1506
Ice Age 2: The Meltdown,Wii,2006,Platform,Vivendi Games,0.06,0.01,0,0.01,0.08,66,7.8,1506
IL-2 Sturmovik: 1946,PC,2006,Simulation,Ubisoft,0,0.04,0,0.01,0.04,86,8.8,1513
Imperial Glory,PC,2005,Strategy,Eidos Interactive,0,0.04,0,0,0.04,69,8.4,1532
Imperium Romanum,PC,2008,Strategy,Kalypso Media,0,0.01,0,0,0.02,63,7.5,1533
Impossible Mission,DS,2007,Platform,System 3 Arcade Software,0.11,0,0,0.01,0.12,61,4.8,1535
In The Groove,PS2,2005,Misc,RedOctane,0.04,0.03,0,0.01,0.07,72,9,1536
Indianapolis 500 Legends,Wii,2007,Racing,Destineer,0.12,0,0,0.01,0.13,47,6.7,1538
Indigo Prophecy,PS2,2005,Adventure,Atari,0.07,0.06,0,0.02,0.15,83,7.8,1539
Indigo Prophecy,XB,2005,Adventure,Atari,0.07,0.03,0,0,0.1,84,7.7,1539
Indigo Prophecy,PC,2005,Adventure,Atari,0,0.02,0,0,0.02,85,8.3,1539
Infected,PSP,2005,Shooter,THQ,0.14,0,0,0.01,0.15,74,8.3,1541
Infinite Undiscovery,X360,2008,Role-Playing,Square Enix,0.34,0.18,0.12,0.06,0.7,68,7,1542
Innocent Life: A Futuristic Harvest Moon,PSP,2006,Simulation,Rising Star Games,0.08,0.03,0.03,0.02,0.16,67,7.8,1545
Insecticide,DS,2008,Action,Gamecock,0.06,0,0,0,0.06,55,7,1546
InuYasha: Feudal Combat,PS2,2005,Fighting,Namco Bandai Games,0.13,0.1,0,0.03,0.27,52,8.3,1550
InuYasha: Secret of the Divine Jewel,DS,2007,Role-Playing,Namco Bandai Games,0.09,0,0,0.01,0.09,46,7.6,1551
InuYasha: The Secret of the Cursed Mask,PS2,2004,Role-Playing,Namco Bandai Games,0.21,0.17,0,0.06,0.43,51,8.1,1552
Iron Man,PS3,2008,Action,Sega,0.32,0.25,0,0.11,0.68,42,6.2,1555
Iron Man,PSP,2008,Action,Sega,0.46,0.09,0,0.09,0.63,44,6.5,1555
Iron Man,Wii,2008,Action,Sega,0.3,0.22,0,0.06,0.59,44,7,1555
Iron Man,X360,2008,Action,Sega,0.27,0.24,0,0.06,0.57,45,5.9,1555
Iron Man,PS2,2008,Action,Sega,0.36,0,0,0.19,0.54,47,5.6,1555
Iron Man,DS,2008,Action,Sega,0.35,0.12,0,0.05,0.51,56,7,1555
Iron Phoenix,XB,2005,Fighting,Sega,0.02,0,0,0,0.02,58,6.5,1556
Izuna 2: The Unemployed Ninja Returns,DS,2007,Role-Playing,Success,0.05,0,0,0,0.06,65,7.9,1559
Jack Keane,PC,2008,Adventure,Kalypso Media,0,0.02,0,0,0.03,69,7,1560
Jackass the Game,PS2,2007,Action,Empire Interactive,0.14,0.11,0,0.04,0.28,58,6.6,1561
Jackass the Game,PSP,2007,Action,Empire Interactive,0.09,0.08,0,0.05,0.22,58,7,1561
Jade Empire,XB,2005,Role-Playing,Microsoft Game Studios,0.48,0.19,0,0.03,0.7,89,8.6,1563
Jak 3,PS2,2004,Platform,Sony Computer Entertainment,1.33,0.49,0,0.03,1.85,84,8.6,1564
Jak X: Combat Racing,PS2,2005,Racing,Sony Computer Entertainment,0.45,0.02,0,0.07,0.55,76,7.7,1565
James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts,0.85,1.06,0.09,0.32,2.31,84,9.1,1574
James Bond 007: Everything or Nothing,XB,2004,Shooter,Electronic Arts,0.43,0.19,0,0.02,0.64,83,7.4,1574
James Bond 007: Everything or Nothing,GC,2004,Shooter,Electronic Arts,0.32,0.08,0,0.01,0.42,84,8.2,1574
Jaws Unleashed,PS2,2006,Action,THQ,0.5,0.02,0,0.08,0.6,52,7.5,1582
Jaws Unleashed,XB,2006,Action,THQ,0.11,0.03,0,0.01,0.15,51,6.2,1582
Jeanne d'Arc,PSP,2006,Role-Playing,Sony Computer Entertainment,0.21,0,0.1,0.02,0.33,87,8.2,1583
Jenga World Tour,Wii,2007,Misc,Atari,0.05,0,0,0,0.05,26,2.8,1585
Jillian Michaels' Fitness Ultimatum 2009,Wii,2008,Sports,Deep Silver,0.96,0.2,0,0.11,1.27,30,2,1604
Juiced,PS2,2005,Racing,THQ,0.26,0.2,0,0.07,0.53,68,7.7,1626
Juiced,XB,2005,Racing,THQ,0.13,0.04,0,0.01,0.18,68,9.1,1626
Juiced 2: Hot Import Nights,X360,2007,Racing,THQ,0.22,0.34,0,0.07,0.63,68,7.6,1627
Juiced 2: Hot Import Nights,PS2,2007,Racing,THQ,0.19,0.15,0.01,0.05,0.39,66,6.7,1627
Juiced 2: Hot Import Nights,PSP,2007,Racing,THQ,0.06,0.2,0,0.11,0.37,73,7.8,1627
Juiced 2: Hot Import Nights,PS3,2007,Racing,THQ,0.18,0.04,0.01,0.03,0.25,71,6.4,1627
Juiced 2: Hot Import Nights,PC,2007,Racing,THQ,0,0.01,0,0,0.01,61,5,1627
Juiced: Eliminator,PSP,2006,Racing,THQ,0.11,0.2,0,0.12,0.42,65,8.2,1628
Jumper: Griffin's Story,Wii,2008,Action,Eidos Interactive,0.08,0,0,0.01,0.09,28,2.5,1631
Jumper: Griffin's Story,X360,2008,Action,Eidos Interactive,0.05,0,0,0,0.06,29,3.3,1631
Just Cause,X360,2006,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14,73,7.2,1634
Just Cause,PC,2006,Action,Eidos Interactive,0,0.01,0,0,0.02,75,7.3,1634
Just Cause,PS2,2006,Action,Eidos Interactive,0.01,0.01,0,0,0.02,67,7.9,1634
Justice League Heroes,PSP,2006,Role-Playing,Eidos Interactive,0.2,0.01,0,0.02,0.22,72,7.8,1635
Justice League Heroes,DS,2006,Role-Playing,Eidos Interactive,0.08,0,0,0.01,0.09,43,5.7,1635
Justice League Heroes: The Flash,GBA,2006,Action,Eidos Interactive,0.02,0.01,0,0,0.03,72,7.4,1636
Kameo: Elements of Power,X360,2005,Action,Microsoft Game Studios,0.28,0.03,0,0.03,0.34,79,8.1,1645
Kao the Kangaroo Round 2,PS2,2005,Platform,JoWood Productions,0.01,0.01,0,0,0.02,58,8.7,1653
Karaoke Revolution,XB,2004,Misc,Konami Digital Entertainment,0.06,0.02,0,0,0.09,80,8.5,1655
Karaoke Revolution Presents American Idol Encore,X360,2008,Misc,Konami Digital Entertainment,0.1,0,0,0.01,0.11,70,7,1657
Karaoke Revolution Volume 2,PS2,2004,Misc,Konami Digital Entertainment,0.11,0.09,0,0.03,0.23,76,7,1659
Karaoke Revolution Volume 3,PS2,2004,Misc,Konami Digital Entertainment,0.16,0.12,0,0.04,0.32,82,7.8,1660
Katamari Damacy,PS2,2004,Puzzle,Namco Bandai Games,0.47,0.02,0.17,0.08,0.73,86,9,1661
Kengo: Legend of The 9,X360,2006,Fighting,Majesco Entertainment,0.06,0.01,0,0.01,0.07,38,4.1,1682
Kenka Bancho: Badass Rumble,PSP,2008,Action,Spike,0.06,0,0.2,0.01,0.28,70,7.5,1683
Kessen III,PS2,2004,Strategy,Tecmo Koei,0.04,0.03,0,0.01,0.07,73,8.1,1688
Killer7,GC,2005,Action,Capcom,0.12,0.03,0,0,0.15,74,8.5,1698
Killer7,PS2,2005,Action,Capcom,0.04,0.03,0,0.01,0.09,70,8.1,1698
Killzone,PS2,2004,Shooter,Sony Computer Entertainment,0.79,0.03,0,0.13,0.94,70,7.4,1699
Killzone: Liberation,PSP,2006,Shooter,Sony Computer Entertainment,0.44,0.27,0,0.18,0.89,77,8.3,1700
King Arthur,PS2,2004,Action,Konami Digital Entertainment,0.07,0.05,0,0.02,0.13,59,8,1705
King of Fighters: Maximum Impact,PS2,2004,Fighting,Ignition Entertainment,0.13,0.1,0,0.03,0.26,64,6.9,1707
Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,87,9,1709
Kingdom Hearts Re: Chain of Memories,PS2,2008,Role-Playing,Square Enix,0.73,0.03,0,0.12,0.87,68,7.2,1710
Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,Square Enix,1.26,0.18,0.35,0.06,1.85,76,7.9,1711
Kingdom of Paradise,PSP,2005,Role-Playing,Sony Computer Entertainment,0.14,0,0,0.01,0.15,72,7.5,1712
Kingdom Under Fire: Circle of Doom,X360,2007,Role-Playing,Microsoft Game Studios,0.18,0.12,0.04,0.03,0.37,55,5.9,1713
Kingdom Under Fire: Heroes,XB,2005,Strategy,Deep Silver,0.11,0.03,0,0.01,0.15,78,7.5,1714
Kingdom Under Fire: The Crusaders,XB,2004,Strategy,Deep Silver,0.24,0.07,0,0.01,0.32,81,7.9,1715
Kirby Squeak Squad,DS,2006,Platform,Nintendo,0.78,0.02,1.05,0.08,1.94,71,8.1,1725
Kirby Super Star Ultra,DS,2008,Platform,Nintendo,1.55,0.04,1.19,0.15,2.92,76,8.8,1726
Kirby: Canvas Curse,DS,2005,Platform,Nintendo,0.36,0,0.32,0.03,0.72,86,8.2,1727
Klonoa,Wii,2008,Platform,Namco Bandai Games,0.1,0.02,0.03,0.01,0.16,77,8.6,1728
Knight's Apprentice: Memorick's Adventures,XB,2004,Action,Microids,0.02,0,0,0,0.02,53,4.5,1729
Knights in the Nightmare,DS,2008,Role-Playing,Sting,0.06,0,0.02,0,0.08,76,8.6,1730
Knights of Honor,PC,2004,Strategy,Sunflowers,0,0.02,0,0.01,0.03,77,9.1,1732
KORG DS-10 Synthesizer,DS,2008,Misc,AQ Interactive,0.19,0.01,0,0.02,0.22,82,8.2,1741
Kororinpa: Marble Mania,Wii,2006,Puzzle,Nintendo,0.08,0.02,0.03,0.01,0.13,69,8.7,1742
Kung Fu Panda,X360,2008,Action,Activision,1.91,0.84,0,0.29,3.04,75,7.4,1751
Kung Fu Panda,Wii,2008,Action,Activision,0.5,0.32,0,0.09,0.91,70,6.7,1751
Kung Fu Panda,PS2,2008,Action,Activision,0.24,0,0,0.41,0.65,73,8.6,1751
Kung Fu Panda,PS3,2008,Action,Activision,0.21,0.21,0,0.09,0.51,76,7.3,1751
Kung Fu Panda,PC,2008,Action,Activision,0,0.02,0,0,0.02,71,7.8,1751
Kuon,PS2,2004,Adventure,Indie Games,0.01,0.01,0,0,0.02,57,7.7,1753
L.A. Rush,PS2,2005,Racing,Midway Games,0.23,0.18,0,0.06,0.47,58,8,1759
L.A. Rush,XB,2005,Racing,Midway Games,0.11,0.03,0,0.01,0.14,59,3,1759
Lair,PS3,2007,Action,Sony Computer Entertainment,0.36,0.03,0.08,0.04,0.51,53,6.4,1761
Land of the Dead: Road to Fiddler's Green,XB,2005,Shooter,Groove Games,0.05,0.01,0,0,0.06,32,5.8,1762
Left 4 Dead,X360,2008,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.51,89,7.9,1765
Left 4 Dead,PC,2008,Shooter,Electronic Arts,0,0.02,0,0,0.02,89,9.2,1765
Legend of Kay,PS2,2005,Action,JoWood Productions,0.03,0.02,0,0.01,0.05,72,7.3,1768
Legend of the Dragon,Wii,2007,Fighting,Game Factory,0.06,0,0,0,0.06,37,4.8,1769
Legend: Hand of God,PC,2007,Role-Playing,DTP Entertainment,0,0.02,0,0,0.02,57,5.8,1770
Legendary,X360,2008,Shooter,Atari,0.08,0.15,0,0.03,0.26,47,7.1,1771
Legendary,PS3,2008,Shooter,Atari,0.08,0.03,0,0.02,0.13,50,7.1,1771
Legendary,PC,2008,Shooter,Atari,0,0.01,0,0,0.02,50,6.6,1771
LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,2.04,1.02,0,0.32,3.38,76,7.9,1772
LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,1.75,1.01,0,0.29,3.05,72,8,1772
LEGO Batman: The Videogame,PS3,2008,Action,Warner Bros. Interactive Entertainment,0.72,0.39,0,0.19,1.29,75,7.7,1772
LEGO Batman: The Videogame,PS2,2008,Action,Warner Bros. Interactive Entertainment,0.72,0.03,0,0.52,1.27,77,8.9,1772
LEGO Batman: The Videogame,PC,2008,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0,0.01,0.06,80,7.8,1772
LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,2.4,1.01,0,0.36,3.76,77,7.5,1773
LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision,1.4,0.59,0,0.2,2.2,80,7.9,1773
LEGO Indiana Jones: The Original Adventures,PS2,2008,Action,LucasArts,0.6,0.01,0,0.76,1.37,77,8.4,1773
LEGO Indiana Jones: The Original Adventures,PSP,2008,Action,LucasArts,0.4,0.48,0,0.29,1.17,76,7.6,1773
LEGO Indiana Jones: The Original Adventures,PS3,2008,Action,Activision,0.44,0.42,0,0.17,1.03,77,7.7,1773
LEGO Indiana Jones: The Original Adventures,PC,2008,Action,LucasArts,0.02,0.02,0,0,0.04,78,7.7,1773
LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,1.85,0.64,0.01,0.19,2.69,84,9,1775
LEGO Star Wars II: The Original Trilogy,PSP,2006,Action,LucasArts,0.58,0.5,0,0.32,1.4,83,8.6,1775
LEGO Star Wars II: The Original Trilogy,DS,2006,Action,LucasArts,0.96,0.03,0,0.08,1.07,47,5,1775
LEGO Star Wars II: The Original Trilogy,GC,2006,Action,LucasArts,0.75,0.19,0,0.03,0.97,84,9.1,1775
LEGO Star Wars II: The Original Trilogy,X360,2006,Action,LucasArts,0.55,0.03,0,0.05,0.63,81,8,1775
LEGO Star Wars II: The Original Trilogy,XB,2006,Action,LucasArts,0.33,0.1,0,0.02,0.44,85,8.6,1775
LEGO Star Wars II: The Original Trilogy,GBA,2006,Action,LucasArts,0.06,0.02,0,0,0.09,55,7,1775
LEGO Star Wars II: The Original Trilogy,PC,2006,Action,Activision,0,0.01,0,0,0.02,86,8.2,1775
LEGO Star Wars: The Complete Saga,Wii,2007,Action,LucasArts,3.57,1.55,0,0.51,5.64,80,8.9,1776
LEGO Star Wars: The Complete Saga,DS,2007,Action,LucasArts,2.83,1.48,0,0.45,4.76,80,5.4,1776
LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts,1.53,0.81,0,0.24,2.57,80,7.4,1776
LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,1.02,0.9,0,0.36,2.29,80,6.7,1776
Leisure Suit Larry: Magna Cum Laude,PS2,2004,Adventure,Vivendi Games,0.17,0.13,0,0.04,0.34,60,6.3,1778
Leisure Suit Larry: Magna Cum Laude,XB,2004,Adventure,Vivendi Games,0.12,0.04,0,0.01,0.17,62,6.4,1778
Lemmings,PSP,2006,Puzzle,Sony Computer Entertainment,0.12,0.51,0,0.23,0.86,76,7.9,1779
Lemony Snicket's A Series of Unfortunate Events,PS2,2004,Platform,Activision,0.31,0.24,0,0.08,0.64,63,5.7,1780
Lemony Snicket's A Series of Unfortunate Events,GBA,2004,Platform,Activision,0.3,0.11,0,0.01,0.42,72,8,1780
Lemony Snicket's A Series of Unfortunate Events,XB,2004,Platform,Activision,0.09,0.03,0,0,0.12,70,7.2,1780
Let's TAP,Wii,2008,Misc,Sega,0.08,0.06,0.01,0.02,0.17,70,6.6,1788
LifeSigns: Surgical Unit,DS,2005,Simulation,JoWood Productions,0.01,0.01,0,0,0.01,61,7.8,1790
Line Rider 2: Unbound,DS,2008,Puzzle,Deep Silver,0.07,0,0,0.01,0.08,59,5.6,1792
Line Rider 2: Unbound,Wii,2008,Puzzle,Deep Silver,0.02,0,0,0,0.02,62,6.4,1792
Link's Crossbow Training,Wii,2007,Shooter,Nintendo,3.05,1.17,0.29,0.46,4.98,68,7.1,1793
Lips,X360,2008,Misc,Microsoft Game Studios,0.12,0.56,0,0.1,0.77,71,7.4,1795
Little League World Series Baseball 2008,Wii,2008,Sports,Activision,0.09,0,0,0.01,0.09,70,8,1797
Little Red Riding Hood's Zombie BBQ,DS,2008,Shooter,Destineer,0.03,0,0,0,0.04,68,7.3,1798
LittleBigPlanet,PS3,2008,Platform,Sony Computer Entertainment,2.8,1.98,0.17,0.87,5.82,95,6.8,1799
Lizzie McGuire 2: Lizzie Diaries,GBA,2004,Action,Disney Interactive Studios,0.6,0.22,0,0.01,0.83,57,5,1804
Lock's Quest,DS,2008,Strategy,THQ,0.08,0,0,0.01,0.09,80,8.7,1807
LocoRoco,PSP,2006,Platform,Sony Computer Entertainment,0.14,0.04,0.16,0.03,0.38,83,8.7,1808
LocoRoco 2,PSP,2008,Platform,Sony Computer Entertainment,0.21,0.09,0.01,0.04,0.35,85,8.4,1809
Looney Tunes: Acme Arsenal,PS2,2007,Action,Warner Bros. Interactive Entertainment,0.19,0.15,0,0.05,0.38,38,3.9,1811
Looney Tunes: Acme Arsenal,Wii,2007,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0,0.02,0.23,27,5.1,1811
Looney Tunes: Acme Arsenal,X360,2007,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.08,40,6.8,1811
Lost in Blue,DS,2005,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11,69,7.8,1817
Lost in Blue: Shipwrecked,Wii,2008,Adventure,Konami Digital Entertainment,0.07,0,0,0.01,0.08,54,6,1820
Lost Magic,DS,2006,Role-Playing,Ubisoft,0.09,0,0.02,0.01,0.12,68,8.2,1821
Lost Odyssey,X360,2007,Role-Playing,Microsoft Game Studios,0.45,0.26,0.11,0.08,0.9,78,8.3,1822
Lost Planet: Extreme Condition,X360,2006,Shooter,Capcom,1.09,0.04,0.1,0.1,1.34,79,7.1,1823
Lost Planet: Extreme Condition,PS3,2008,Shooter,Capcom,0.31,0.17,0.07,0.08,0.64,67,7,1823
Lost: Via Domus,X360,2008,Action,Ubisoft,0.18,0.34,0,0.07,0.58,55,6.4,1824
Lost: Via Domus,PS3,2008,Action,Ubisoft,0.19,0.22,0,0.09,0.5,54,6.9,1824
Lost: Via Domus,PC,2008,Action,Ubisoft,0,0.01,0,0,0.02,52,6,1824
Luminous Arc,DS,2007,Role-Playing,Rising Star Games,0.16,0,0.06,0.01,0.24,70,7,1830
Luminous Arc 2,DS,2008,Role-Playing,Rising Star Games,0.2,0,0,0.02,0.22,73,7.7,1831
Lunar Knights,DS,2006,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.01,0.23,82,7.8,1832
Lunar: Dragon Song,DS,2005,Role-Playing,Rising Star Games,0.11,0,0,0.01,0.12,59,6.2,1833
Lux-Pain,DS,2008,Adventure,Rising Star Games,0.04,0,0,0,0.04,48,6.2,1838
Madagascar,PS2,2005,Platform,Activision,0.78,0.45,0,0.07,1.31,69,7.4,1844
Madagascar: Escape 2 Africa,PS2,2008,Action,Activision,0.12,0,0,0.26,0.38,56,5.8,1845
Madagascar: Escape 2 Africa,PS3,2008,Action,Activision,0.12,0.08,0,0.03,0.23,58,6.8,1845
Madagascar: Escape 2 Africa,PC,2008,Action,Activision,0.01,0,0,0,0.01,58,8,1845
Madden NFL 06,PS2,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,88,8,1847
Madden NFL 06,XB,2005,Sports,Electronic Arts,1.75,0.03,0,0.08,1.86,86,6.7,1847
Madden NFL 06,PSP,2005,Sports,Electronic Arts,0.69,0,0,0.06,0.75,75,7.9,1847
Madden NFL 06,GC,2005,Sports,Electronic Arts,0.44,0.11,0,0.02,0.57,86,8.5,1847
Madden NFL 06,DS,2005,Sports,Electronic Arts,0.11,0,0,0.01,0.12,66,6.3,1847
Madden NFL 07,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,84,8.2,1848
Madden NFL 07,X360,2006,Sports,Electronic Arts,1.66,0,0.01,0.13,1.8,80,6,1848
Madden NFL 07,XB,2006,Sports,Electronic Arts,0.97,0.03,0,0.03,1.02,83,8.7,1848
Madden NFL 07,GC,2006,Sports,Electronic Arts,0.48,0.13,0,0.02,0.62,82,9.2,1848
Madden NFL 07,PS3,2006,Sports,Electronic Arts,0.47,0,0.01,0.04,0.52,76,4.2,1848
Madden NFL 07,Wii,2006,Sports,Electronic Arts,0.46,0,0,0.04,0.49,81,8,1848
Madden NFL 07,DS,2006,Sports,Electronic Arts,0.2,0,0,0.02,0.21,70,6.5,1848
Madden NFL 07,GBA,2006,Sports,Electronic Arts,0.02,0.01,0,0,0.03,68,9.3,1848
Madden NFL 08,PS2,2007,Sports,Electronic Arts,2.14,0.08,0,0.35,2.57,78,7.8,1849
Madden NFL 08,X360,2007,Sports,Electronic Arts,2.18,0.01,0,0.18,2.37,85,6.4,1849
Madden NFL 08,PS3,2007,Sports,Electronic Arts,0.89,0,0,0.08,0.97,81,5.3,1849
Madden NFL 08,Wii,2007,Sports,Electronic Arts,0.8,0,0,0.07,0.87,76,6.8,1849
Madden NFL 08,PSP,2007,Sports,Electronic Arts,0.6,0.04,0,0.07,0.71,75,6.8,1849
Madden NFL 08,XB,2007,Sports,Electronic Arts,0.22,0.06,0,0.01,0.29,76,6,1849
Madden NFL 08,GC,2007,Sports,Electronic Arts,0.06,0.02,0,0,0.08,75,7,1849
Madden NFL 09,X360,2008,Sports,Electronic Arts,2.21,0.12,0,0.2,2.53,83,7,1850
Madden NFL 09,PS3,2008,Sports,Electronic Arts,1.56,0.14,0,0.18,1.88,85,4.4,1850
Madden NFL 09,PS2,2008,Sports,Electronic Arts,1.22,0,0,0.27,1.49,67,7,1850
Madden NFL 09,PSP,2008,Sports,Electronic Arts,0.65,0,0,0.06,0.71,68,6.5,1850
Madden NFL 09 All-Play,Wii,2008,Sports,Electronic Arts,0.76,0.01,0,0.06,0.83,82,7.2,1851
Madden NFL 2005,PS2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,91,7.9,1852
Madden NFL 2005,XB,2004,Sports,Electronic Arts,1.61,0.03,0,0.08,1.72,91,7.6,1852
Madden NFL 2005,GBA,2004,Sports,Electronic Arts,0.28,0.1,0,0.01,0.39,79,7.6,1852
Madden NFL 2005,DS,2004,Sports,Electronic Arts,0.24,0,0,0.02,0.26,68,7.7,1852
Mafia,PS2,2004,Action,Illusion Softworks,0.34,0.27,0,0.09,0.7,65,7.6,1853
